Model: ,Oscilloscope DSO-X 2004A
Serial Number:,MY52491735
Address: ,USBInstrument2
Date: ,2026-03-04 13:33:10

Analog Sample Count:,942,

Setup Text Information:,
ANALOG,,,,,,TRIGGER,,,HORIZONTAL,,,ACQUISITION,,,MEASUREMENTS,,,,,,,,,,,,
Ch 1,,,Ch 2,,,,,,,,,,,,Frequency(1),,,Frequency(2),,,Pk-Pk(1),,,Pk-Pk(2),,,
Scale,100 mV/,,Scale,980 mV/,,Sweep Mode,Auto,,Mode,MAIN,,Mode,HRES,,Cur,No signal,,Cur,No signal,,Cur,0.756,,Cur,1.49,,
Pos,0 V,,Pos,11.75 mV,,Coup,DC,,Ref,CENT,,Realtime,On,,,,,,,,,,,,,,
Coup,DC,,Coup,DC,,Noise Rej,Off,,Main Scale,430 µs/,,Vectors,On,,,,,,,,,,,,,,
BW,Off,,BW,Off,,HF Rej,Off,,Main Delay,-2.93 ms,,Persistence,Off,,,,,,,,,,,,,,
Inv,Off,,Inv,Off,,Holdoff,40.0 ns,,,,,,,,,,,,,,,,,,,,
Imp,1M Ohm,,Imp,1M Ohm,,Mode,EDGE,,,,,,,,,,,,,,,,,,,,
Probe,1 : 1,,Probe,1 : 1,,Source,Ch 2,,,,,,,,,,,,,,,,,,,,
Skew,0 s,,Skew,0 s,,Slope,POS,,,,,,,,,,,,,,,,,,,,
,,,,,,Level,1.0625 V,,,,,,,,,,,,,,,,,,,,

Analog Channels,,,,,
Sample Number,Time (s),1 (VOLT),2 (VOLT),,
41,-0.00482070322,0.0203517609334085,-0.596441092435271,,
42,-0.004816224055,0.0168341726239305,-0.601365716662258,,
43,-0.00481174489,0.0138190969300922,-0.603828028775752,,
44,-0.004807265725,0.0118090464675333,-0.598903404548764,,
45,-0.00480278656,0.0100502523127943,-0.598903404548764,,
46,-0.004798307395,0.00804020185023546,-0.58905415609479,,
47,-0.00479382823,0.00728643292677589,-0.58905415609479,,
48,-0.004789349065,0.00703517661895603,-0.58905415609479,,
49,-0.0047848699,0.00703517661895603,-0.586591843981296,,
50,-0.004780390735,0.00628140769549645,-0.584129531867802,,
51,-0.00477591157,0.00628140769549645,-0.581667219754308,,
52,-0.004771432405,0.00552763877203688,-0.581667219754308,,
53,-0.00476695324,0.00402010092511773,-0.576742595527321,,
54,-0.004762474075,0.00351758830947801,-0.579204907640815,,
55,-0.00475799491,0.00276381938601844,-0.579204907640815,,
56,-0.004753515745,0.00150753784691915,-0.576742595527321,,
57,-0.00474903658,0.00125628153909929,-0.576742595527321,,
58,-0.004744557415,0.00125628153909929,-0.576742595527321,,
59,-0.00474007825,0.00175879415473901,-0.571817971300334,,
60,-0.004735599085,0.00326633200165816,-0.571817971300334,,
61,-0.00473111992,0.00502512615639716,-0.564431034959853,,
62,-0.004726640755,0.00854271446587518,-0.564431034959853,,
63,-0.00472216159,0.0118090464675333,-0.564431034959853,,
64,-0.004717682425,0.0155778910848312,-0.559506410732865,,
65,-0.00471320326,0.0180904541630298,-0.557044098619372,,
66,-0.004708724095,0.0221105550881475,-0.557044098619372,,
67,-0.00470424493,0.0233668366272468,-0.554581786505878,,
68,-0.004699765765,0.026633168628905,-0.552119474392384,,
69,-0.0046952866,0.0286432190914638,-0.552119474392384,,
70,-0.004690807435,0.0306532695540227,-0.549657162278891,,
71,-0.00468632827,0.0326633200165816,-0.549657162278891,,
72,-0.004681849105,0.0341708578635007,-0.547194850165397,,
73,-0.00467736994,0.0366834209416993,-0.544732538051903,,
74,-0.004672890775,0.0384422150964383,-0.544732538051903,,
75,-0.00466841161,0.0414572907902766,-0.54227022593841,,
76,-0.004663932445,0.0432160849450156,-0.54227022593841,,
77,-0.00465945328,0.0439698538684752,-0.54227022593841,,
78,-0.004654974115,0.0434673412528355,-0.54227022593841,,
79,-0.00465049495,0.0429648286371958,-0.539807913824916,,
80,-0.004646015785,0.0399497529433575,-0.539807913824916,,
81,-0.00464153662,0.0369346772495192,-0.539807913824916,,
82,-0.004637057455,0.0329145763244014,-0.539807913824916,,
83,-0.00463257829,0.0288944753992837,-0.537345601711422,,
84,-0.004628099125,0.0241206055507064,-0.534883289597929,,
85,-0.00462361996,0.0190954793943092,-0.537345601711422,,
86,-0.004619140795,0.0148241221613716,-0.532420977484435,,
87,-0.00461466163,0.0100502523127943,-0.534883289597929,,
88,-0.004610182465,0.0060301513876766,-0.529958665370941,,
89,-0.0046057033,0.00201005046255887,-0.529958665370941,,
90,-0.004601224135,0,-0.527496353257447,,
91,-0.00459674497,-0.00326633200165816,-0.525034041143954,,
92,-0.004592265805,-0.00402010092511773,-0.517647104803473,,
93,-0.00458778664,-0.00527638246421702,-0.515184792689979,,
94,-0.004583307475,-0.00502512615639716,-0.517647104803473,,
95,-0.00457882831,-0.00452261354075745,-0.517647104803473,,
96,-0.004574349145,-0.00402010092511773,-0.512722480576485,,
97,-0.00456986998,-0.0030150756938383,-0.510260168462992,,
98,-0.004565390815,0,-0.507797856349498,,
99,-0.00456091165,0.00276381938601844,-0.505335544236004,,
100,-0.004556432485,0.00552763877203688,-0.507797856349498,,
101,-0.00455195332,0.00804020185023546,-0.507797856349498,,
102,-0.004547474155,0.0113065338518936,-0.502873232122511,,
103,-0.00454299499,0.0148241221613716,-0.502873232122511,,
104,-0.004538515825,0.0185929667786695,-0.500410920009017,,
105,-0.00453403666,0.0223618113959674,-0.500410920009017,,
106,-0.004529557495,0.024874374474166,-0.497948607895523,,
107,-0.00452507833,0.0273869375523645,-0.500410920009017,,
108,-0.004520599165,0.0314070384774823,-0.497948607895523,,
109,-0.00451612,0.0349246267869603,-0.49548629578203,,
110,-0.004511640835,0.0366834209416993,-0.493023983668536,,
111,-0.00450716167,0.038944727712078,-0.49548629578203,,
112,-0.004502682505,0.0404522655589972,-0.490561671555042,,
113,-0.00449820334,0.0417085470980965,-0.490561671555042,,
114,-0.004493724175,0.0429648286371958,-0.490561671555042,,
115,-0.00448924501,0.044221110176295,-0.488099359441549,,
116,-0.004484765845,0.0449748790997546,-0.485637047328055,,
117,-0.00448028668,0.0457286480232142,-0.485637047328055,,
118,-0.004475807515,0.0449748790997546,-0.480712423101068,,
119,-0.00447132835,0.0434673412528355,-0.47578779887408,,
120,-0.004466849185,0.0427135723293759,-0.470863174647093,,
121,-0.00446237002,0.0396984966355376,-0.470863174647093,,
122,-0.004457890855,0.0354271394026,-0.473325486760587,,
123,-0.00445341169,0.0324120637087617,-0.468400862533599,,
124,-0.004448932525,0.0296482443227433,-0.465938550420105,,
125,-0.00444445336,0.0263819123210851,-0.463476238306612,,
126,-0.004439974195,0.0236180929350667,-0.465938550420105,,
127,-0.00443549503,0.0190954793943092,-0.463476238306612,,
128,-0.004431015865,0.0160804037004709,-0.463476238306612,,
129,-0.0044265367,0.0138190969300922,-0.461013926193118,,
130,-0.004422057535,0.0110552775440738,-0.463476238306612,,
131,-0.00441757837,0.00879397077369504,-0.461013926193118,,
132,-0.004413099205,0.00653266400331631,-0.458551614079624,,
133,-0.00440862004,0.0030150756938383,-0.458551614079624,,
134,-0.004404140875,0.000502512615639716,-0.461013926193118,,
135,-0.00439966171,-0.00150753784691915,-0.458551614079624,,
136,-0.004395182545,-0.00402010092511773,-0.453626989852637,,
137,-0.00439070338,-0.00527638246421702,-0.456089301966131,,
138,-0.004386224215,-0.00728643292677589,-0.453626989852637,,
139,-0.00438174505,-0.00703517661895603,-0.451164677739143,,
140,-0.004377265885,-0.00854271446587518,-0.446240053512156,,
141,-0.00437278672,-0.00929648338933475,-0.44870236562565,,
142,-0.004368307555,-0.0103015086206142,-0.441315429285169,,
143,-0.00436382839,-0.00979899600497447,-0.443777741398662,,
144,-0.004359349225,-0.00979899600497447,-0.436390805058181,,
145,-0.00435487006,-0.0103015086206142,-0.431466180831194,,
146,-0.004350390895,-0.00954773969715461,-0.433928492944688,,
147,-0.00434591173,-0.00753768923459575,-0.431466180831194,,
148,-0.004341432565,-0.00577889507985674,-0.4290038687177,,
149,-0.0043369534,-0.00376884461729787,-0.4290038687177,,
150,-0.004332474235,-0.000502512615639716,-0.426541556604207,,
151,-0.00432799507,0.00402010092511773,-0.426541556604207,,
152,-0.004323515905,0.00804020185023546,-0.426541556604207,,
153,-0.00431903674,0.0123115590831731,-0.424079244490713,,
154,-0.004314557575,0.0163316600082908,-0.424079244490713,,
155,-0.00431007841,0.0203517609334085,-0.421616932377219,,
156,-0.004305599245,0.0243718618585262,-0.421616932377219,,
157,-0.00430112008,0.0276381938601844,-0.421616932377219,,
158,-0.004296640915,0.0316582947853021,-0.419154620263726,,
159,-0.00429216175,0.0354271394026,-0.416692308150232,,
160,-0.004287682585,0.0386934714042582,-0.416692308150232,,
161,-0.00428320342,0.0422110597137362,-0.414229996036738,,
162,-0.004278724255,0.0439698538684752,-0.411767683923244,,
163,-0.00427424509,0.0454773917153943,-0.411767683923244,,
164,-0.004269765925,0.0472361858701333,-0.406843059696257,,
165,-0.00426528676,0.0477386984857731,-0.404380747582763,,
166,-0.004260807595,0.0464824169466738,-0.406843059696257,,
167,-0.00425632843,0.0449748790997546,-0.40191843546927,,
168,-0.004251849265,0.0422110597137362,-0.404380747582763,,
169,-0.0042473701,0.0386934714042582,-0.40191843546927,,
170,-0.004242890935,0.0351758830947801,-0.396993811242282,,
171,-0.00423841177,0.0291457317071036,-0.396993811242282,,
172,-0.004233932605,0.0253768870898057,-0.392069187015295,,
173,-0.00422945344,0.0203517609334085,-0.389606874901801,,
174,-0.004224974275,0.0153266347770113,-0.389606874901801,,
175,-0.00422049511,0.0115577901597135,-0.384682250674814,,
176,-0.004216015945,0.00703517661895603,-0.384682250674814,,
177,-0.00421153678,0.00226130677037872,-0.384682250674814,,
178,-0.004207057615,-0.00226130677037872,-0.384682250674814,,
179,-0.00420257845,-0.00703517661895603,-0.384682250674814,,
180,-0.004198099285,-0.0108040212362539,-0.38221993856132,,
181,-0.00419362012,-0.0140703532379121,-0.379757626447827,,
182,-0.004189140955,-0.0165829163161106,-0.379757626447827,,
183,-0.00418466179,-0.0188442230864894,-0.377295314334333,,
184,-0.004180182625,-0.0193467357021291,-0.377295314334333,,
185,-0.00417570346,-0.0228643240116071,-0.377295314334333,,
186,-0.004171224295,-0.0228643240116071,-0.372370690107346,,
187,-0.00416674513,-0.0243718618585262,-0.374833002220839,,
188,-0.004162265965,-0.0246231181663461,-0.367446065880358,,
189,-0.0041577868,-0.0233668366272468,-0.369908377993852,,
190,-0.004153307635,-0.0218592987803277,-0.364983753766865,,
191,-0.00414882847,-0.0206030172412284,-0.360059129539877,,
192,-0.004144349305,-0.0178391978552099,-0.362521441653371,,
193,-0.00413987014,-0.0158291473926511,-0.357596817426384,,
194,-0.004135390975,-0.0133165843144525,-0.352672193199396,,
195,-0.00413091181,-0.0103015086206142,-0.352672193199396,,
196,-0.004126432645,-0.00804020185023546,-0.350209881085902,,
197,-0.00412195348,-0.00477386984857731,-0.350209881085902,,
198,-0.004117474315,-0.00376884461729787,-0.347747568972409,,
199,-0.00411299515,-0.00175879415473901,-0.347747568972409,,
200,-0.004108515985,0,-0.347747568972409,,
201,-0.00410403682,0.000251256307819858,-0.345285256858915,,
202,-0.004099557655,0.00150753784691915,-0.345285256858915,,
203,-0.00409507849,0.00150753784691915,-0.345285256858915,,
204,-0.004090599325,-0.000251256307819858,-0.345285256858915,,
205,-0.00408612016,-0.00175879415473901,-0.342822944745421,,
206,-0.004081640995,-0.00376884461729787,-0.340360632631928,,
207,-0.00407716183,-0.00502512615639716,-0.340360632631928,,
208,-0.004072682665,-0.00552763877203688,-0.337898320518434,,
209,-0.0040682035,-0.00728643292677589,-0.340360632631928,,
210,-0.004063724335,-0.0103015086206142,-0.33543600840494,,
211,-0.00405924517,-0.0128140716988128,-0.332973696291447,,
212,-0.004054766005,-0.0163316600082908,-0.33543600840494,,
213,-0.00405028684,-0.0211055298568681,-0.328049072064459,,
214,-0.004045807675,-0.023115580319427,-0.328049072064459,,
215,-0.00404132851,-0.0271356812445447,-0.328049072064459,,
216,-0.004036849345,-0.0314070384774823,-0.325586759950966,,
217,-0.00403237018,-0.0344221141713206,-0.320662135723978,,
218,-0.004027891015,-0.038944727712078,-0.318199823610485,,
219,-0.00402341185,-0.042462316021556,-0.320662135723978,,
220,-0.004018932685,-0.0469849295623135,-0.313275199383497,,
221,-0.00401445352,-0.0510050304874312,-0.313275199383497,,
222,-0.004009974355,-0.0550251314125489,-0.310812887270004,,
223,-0.00400549519,-0.0595477449533064,-0.310812887270004,,
224,-0.004001016025,-0.0640703584940638,-0.310812887270004,,
225,-0.00399653686,-0.0675879468035419,-0.30835057515651,,
226,-0.003992057695,-0.0728643292677589,-0.305888263043016,,
227,-0.00398757853,-0.0773869428085163,-0.305888263043016,,
228,-0.003983099365,-0.0821608126570936,-0.303425950929523,,
229,-0.0039786202,-0.0879397077369504,-0.305888263043016,,
230,-0.003974141035,-0.0917085523542482,-0.303425950929523,,
231,-0.00396966187,-0.095728653279366,-0.298501326702535,,
232,-0.003965182705,-0.100502523127943,-0.298501326702535,,
233,-0.00396070354,-0.104522624053061,-0.298501326702535,,
234,-0.003956224375,-0.108793981285999,-0.298501326702535,,
235,-0.00395174521,-0.112311569595477,-0.296039014589041,,
236,-0.003947266045,-0.115829157904955,-0.291114390362054,,
237,-0.00394278688,-0.119346746214433,-0.28865207824856,,
238,-0.003938307715,-0.120854284061352,-0.28865207824856,,
239,-0.00393382855,-0.122613078216091,-0.281265141908079,,
240,-0.003929349385,-0.12437187237083,-0.281265141908079,,
241,-0.00392487022,-0.12437187237083,-0.278802829794586,,
242,-0.003920391055,-0.12487438498647,-0.278802829794586,,
243,-0.00391591189,-0.12437187237083,-0.273878205567598,,
244,-0.003911432725,-0.125628153909929,-0.268953581340611,,
245,-0.00390695356,-0.125628153909929,-0.271415893454105,,
246,-0.003902474395,-0.127638204372488,-0.268953581340611,,
247,-0.00389799523,-0.129396998527227,-0.268953581340611,,
248,-0.003893516065,-0.131909561605426,-0.266491269227117,,
249,-0.0038890369,-0.135678406222723,-0.266491269227117,,
250,-0.003884557735,-0.139698507147841,-0.266491269227117,,
251,-0.00388007857,-0.145477402227698,-0.266491269227117,,
252,-0.003875599405,-0.154020116693573,-0.264028957113624,,
253,-0.00387112024,-0.161809062235989,-0.264028957113624,,
254,-0.003866641075,-0.171356801933143,-0.264028957113624,,
255,-0.00386216191,-0.179899516399018,-0.26156664500013,,
256,-0.003857682745,-0.190201025019633,-0.26156664500013,,
257,-0.00385320358,-0.198743739485508,-0.256642020773143,,
258,-0.003848724415,-0.210552785953041,-0.256642020773143,,
259,-0.00384424525,-0.219346756726736,-0.254179708659649,,
260,-0.003839766085,-0.23090454688645,-0.256642020773143,,
261,-0.00383528692,-0.241206055507064,-0.249255084432662,,
262,-0.003830807755,-0.250251282588579,-0.249255084432662,,
263,-0.00382632859,-0.259296509670094,-0.246792772319168,,
264,-0.003821849425,-0.268341736751609,-0.246792772319168,,
265,-0.00381737026,-0.276130682294024,-0.239405835978687,,
266,-0.003812891095,-0.28391962783644,-0.236943523865193,,
267,-0.00380841193,-0.293467367533594,-0.239405835978687,,
268,-0.003803932765,-0.30175882569165,-0.239405835978687,,
269,-0.0037994536,-0.310050283849705,-0.234481211751699,,
270,-0.003794974435,-0.31834174200776,-0.232018899638206,,
271,-0.00379049527,-0.327135712781455,-0.232018899638206,,
272,-0.003786016105,-0.334422145708231,-0.232018899638206,,
273,-0.00378153694,-0.343467372789746,-0.227094275411218,,
274,-0.003777057775,-0.351507574639982,-0.229556587524712,,
275,-0.00377257861,-0.360050289105857,-0.227094275411218,,
276,-0.003768099445,-0.368090490956092,-0.224631963297725,,
277,-0.00376362028,-0.375125667575048,-0.224631963297725,,
278,-0.003759141115,-0.381909587886184,-0.224631963297725,,
279,-0.00375466195,-0.386180945119122,-0.222169651184231,,
280,-0.003750182785,-0.3896985334286,-0.222169651184231,,
281,-0.00374570362,-0.392462352814619,-0.219707339070737,,
282,-0.003741224455,-0.392713609122438,-0.217245026957244,,
283,-0.00373674529,-0.393969890661538,-0.217245026957244,,
284,-0.003732266125,-0.392964865430258,-0.217245026957244,,
285,-0.00372778696,-0.38994978973642,-0.21478271484375,,
286,-0.003723307795,-0.384924663580023,-0.212320402730256,,
287,-0.00371882863,-0.379899537423626,-0.207395778503269,,
288,-0.003714349465,-0.37135682295775,-0.209858090616763,,
289,-0.0037098703,-0.363065364799695,-0.204933466389775,,
290,-0.003705391135,-0.352512599871261,-0.207395778503269,,
291,-0.00370091197,-0.340954809711548,-0.202471154276282,,
292,-0.003696432805,-0.329899532167474,-0.202471154276282,,
293,-0.00369195364,-0.317085460468661,-0.195084217935801,,
294,-0.003687474475,-0.304271388769848,-0.192621905822307,,
295,-0.00368299531,-0.290703548147576,-0.190159593708813,,
296,-0.003678516145,-0.276633194909664,-0.192621905822307,,
297,-0.00367403698,-0.261306560132653,-0.190159593708813,,
298,-0.003669557815,-0.245728669047821,-0.190159593708813,,
299,-0.00366507865,-0.228643240116071,-0.190159593708813,,
300,-0.003660599485,-0.211306554876501,-0.190159593708813,,
301,-0.00365612032,-0.193718613329111,-0.18769728159532,,
302,-0.003651641155,-0.175376902858261,-0.18769728159532,,
303,-0.00364716199,-0.153768860385753,-0.185234969481826,,
304,-0.003642682825,-0.132412074221065,-0.185234969481826,,
305,-0.00363820366,-0.109547750209458,-0.185234969481826,,
306,-0.003633724495,-0.0849246320431121,-0.185234969481826,,
307,-0.00362924533,-0.0615577954158653,-0.182772657368332,,
308,-0.003624766165,-0.0356783957104199,-0.182772657368332,,
309,-0.003620287,-0.0110552775440738,-0.180310345254838,,
310,-0.003615807835,0.0133165843144525,-0.180310345254838,,
311,-0.00361132867,0.0376884461729787,-0.177848033141345,,
312,-0.003606849505,0.0630653332627844,-0.172923408914357,,
313,-0.00360237034,0.0902010145073291,-0.172923408914357,,
314,-0.003597891175,0.115829157904955,-0.16799878468737,,
315,-0.00359341201,0.142964839149499,-0.165536472573876,,
316,-0.003588932845,0.167336701008026,-0.165536472573876,,
317,-0.00358445368,0.192211075482192,-0.163074160460383,,
318,-0.003579974515,0.217085449956357,-0.158149536233395,,
319,-0.00357549535,0.240452286583604,-0.160611848346889,,
320,-0.003571016185,0.261306560132653,-0.155687224119902,,
321,-0.00356653702,0.281407064758241,-0.153224912006408,,
322,-0.003562057855,0.30050254415255,-0.150762599892914,,
323,-0.00355757869,0.316331691545201,-0.150762599892914,,
324,-0.003553099525,0.329899532167474,-0.148300287779421,,
325,-0.00354862036,0.342713603866287,-0.148300287779421,,
326,-0.003544141195,0.351005062024342,-0.148300287779421,,
327,-0.00353966203,0.357286469719838,-0.145837975665927,,
328,-0.003535182865,0.360804058029316,-0.148300287779421,,
329,-0.0035307037,0.361055314337136,-0.143375663552433,,
330,-0.003526224535,0.357537726027658,-0.143375663552433,,
331,-0.00352174537,0.350753805716522,-0.143375663552433,,
332,-0.003517266205,0.340954809711548,-0.14091335143894,,
333,-0.00351278704,0.326884456473636,-0.14091335143894,,
334,-0.003508307875,0.311306565388804,-0.138451039325446,,
335,-0.00350382871,0.292211085994495,-0.135988727211952,,
336,-0.003499349545,0.270100530906348,-0.135988727211952,,
337,-0.00349487038,0.246733694279101,-0.126139478757977,,
338,-0.003490391215,0.220100525650196,-0.128601790871471,,
339,-0.00348591205,0.192462331790011,-0.123677166644484,,
340,-0.003481432885,0.162562831159448,-0.123677166644484,,
341,-0.00347695372,0.131658305297606,-0.12121485453099,,
342,-0.003472474555,0.0994974978966638,-0.118752542417496,,
343,-0.00346799539,0.0658291526488028,-0.116290230304003,,
344,-0.003463516225,0.0329145763244014,-0.116290230304003,,
345,-0.00345903706,-0.00100502523127943,-0.113827918190509,,
346,-0.003454557895,-0.0344221141713206,-0.113827918190509,,
347,-0.00345007873,-0.067336690495722,-0.111365606077015,,
348,-0.003445599565,-0.100251266820123,-0.111365606077015,,
349,-0.0034411204,-0.130402023758506,-0.108903293963522,,
350,-0.003436641235,-0.15954775546561,-0.108903293963522,,
351,-0.00343216207,-0.186683436710155,-0.106440981850028,,
352,-0.003427682905,-0.209799017029582,-0.108903293963522,,
353,-0.00342320374,-0.23040203427081,-0.106440981850028,,
354,-0.003418724575,-0.245979925355641,-0.108903293963522,,
355,-0.00341424541,-0.257286459207535,-0.106440981850028,,
356,-0.003409766245,-0.263819123210851,-0.103978669736534,,
357,-0.00340528708,-0.26633168628905,-0.103978669736534,,
358,-0.003400807915,-0.262814097979572,-0.101516357623041,,
359,-0.00339632875,-0.254522639821516,-0.101516357623041,,
360,-0.003391849585,-0.239447261352325,-0.0965917333960533,,
361,-0.00338737042,-0.220351781958016,-0.0965917333960533,,
362,-0.003382891255,-0.196733689022949,-0.0965917333960533,,
363,-0.00337841209,-0.170351776701864,-0.091667109169066,,
364,-0.003373932925,-0.14095478868694,-0.091667109169066,,
365,-0.00336945376,-0.108542724978179,-0.0941294212825596,,
366,-0.003364974595,-0.0738693544990383,-0.0867424849420786,,
367,-0.00336049543,-0.0384422150964383,-0.0818178607150912,,
368,-0.003356016265,-0.00226130677037872,-0.0768932364881039,,
369,-0.0033515371,0.0346733704791404,-0.0793555486015975,,
370,-0.003347057935,0.0701005098817404,-0.0768932364881039,,
371,-0.00334257877,0.10552764928434,-0.0744309243746102,,
372,-0.003338099605,0.136934687761823,-0.0744309243746102,,
373,-0.00333362044,0.165829163161106,-0.0744309243746102,,
374,-0.003329141275,0.189949768711813,-0.0695063001476228,,
375,-0.00332466211,0.208793991798302,-0.0695063001476228,,
376,-0.003320182945,0.224874395498773,-0.0695063001476228,,
377,-0.00331570378,0.233668366272468,-0.0670439880341291,,
378,-0.003311224615,0.238190979813226,-0.0670439880341291,,
379,-0.00330674545,0.237185954581946,-0.0645816759206355,,
380,-0.003302266285,0.23040203427081,-0.0621193638071418,,
381,-0.00329778712,0.217587962571997,-0.0621193638071418,,
382,-0.003293307955,0.199748764716787,-0.0645816759206355,,
383,-0.00328882879,0.177135697013,-0.0571947395801544,,
384,-0.003284349625,0.150502528384095,-0.0571947395801544,,
385,-0.00327987046,0.120351771445712,-0.0547324274666607,,
386,-0.003275391295,0.0851758883509319,-0.0571947395801544,,
387,-0.00327091213,0.0494974926405121,-0.0473454911261797,,
388,-0.003266432965,0.0123115590831731,-0.0498078032396734,,
389,-0.0032619538,-0.023115580319427,-0.0498078032396734,,
390,-0.003257474635,-0.0597990012611263,-0.0473454911261797,,
391,-0.00325299547,-0.0934673465089872,-0.037496242672205,,
392,-0.003248516305,-0.122864334523911,-0.0350339305587113,,
393,-0.00324403714,-0.150251272076275,-0.0424208668991923,,
394,-0.003239557975,-0.171608058240963,-0.037496242672205,,
395,-0.00323507881,-0.186432180402335,-0.037496242672205,,
396,-0.003230599645,-0.19497489486821,-0.037496242672205,,
397,-0.00322612048,-0.197487457946409,-0.0350339305587113,,
398,-0.003221641315,-0.193467357021291,-0.0301093063317239,,
399,-0.00321716215,-0.183919617324136,-0.0301093063317239,,
400,-0.003212682985,-0.169095495162765,-0.0301093063317239,,
401,-0.00320820382,-0.150251272076275,-0.0301093063317239,,
402,-0.003203724655,-0.126130666525569,-0.0276469942182302,,
403,-0.00319924549,-0.0989949852810241,-0.0251846821047366,,
404,-0.003194766325,-0.0670854341879021,-0.0251846821047366,,
405,-0.00319028716,-0.0334170889400411,-0.0251846821047366,,
406,-0.003185807995,-0.000502512615639716,-0.0177977457642555,,
407,-0.00318132883,0.0329145763244014,-0.0227223699912429,,
408,-0.003176849665,0.0635678458784241,-0.0177977457642555,,
409,-0.0031723705,0.0919598086620681,-0.0153354336507618,,
410,-0.003167891335,0.116080414212774,-0.00548618519678712,,
411,-0.00316341217,0.135929662530543,-0.0128731215372682,,
412,-0.003158933005,0.151005040999735,-0.0079484973102808,,
413,-0.00315445384,0.15904524284997,-0.00548618519678712,,
